Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 2019-09-30, préliminaires par la suite
Station:        074903         Natashquan - à 0,6 km en aval de la décharge du lac Alieste                                                                                    
Bassin versant: 15693 km²      Régime: Naturel                                           
Coordonnées:    (NAD83) 50° 25' 39" // -61° 42' 44"

Date de création du fichier: 2019-11-29 20:50
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
074903         1981/02/09          
074903         1981/02/10          
074903         1981/02/11          
074903         1981/02/12          
074903         1981/02/13          
074903         1981/02/14          
074903         1981/02/15          
074903         1981/02/16          
074903         1981/02/17          
074903         1981/02/18          
074903         1981/02/19          
074903         1981/02/20          
074903         1981/02/21          
074903         1981/02/22          
074903         1981/02/23          
074903         1981/02/24          
074903         1981/02/25          
074903         1981/02/26          
074903         1981/02/27          
074903         1981/02/28          
074903         1981/03/01          
074903         1981/03/02          
074903         1981/03/03          
074903         1981/03/04          
074903         1981/03/05          
074903         1981/03/06          
074903         1981/03/07          
074903         1981/03/08          
074903         1981/03/09          
074903         1981/03/10          
074903         1981/03/11          
074903         1981/03/12          
074903         1981/03/13          
074903         1981/03/14          
074903         1981/03/15          
074903         1981/03/16          
074903         1981/03/17          
074903         1981/03/18          
074903         1981/03/19          
074903         1981/03/20          
074903         1981/03/21          
074903         1981/03/22          182.0          J
074903         1981/03/23          
074903         1981/03/24          
074903         1981/03/25          
074903         1981/03/26          
074903         1981/03/27          
074903         1981/03/28          
074903         1981/03/29          
074903         1981/03/30          
074903         1981/03/31          
074903         1981/04/01          
074903         1981/04/02          
074903         1981/04/03          
074903         1981/04/04          
074903         1981/04/05          
074903         1981/04/06          
074903         1981/04/07          
074903         1981/04/08          
074903         1981/04/09          
074903         1981/04/10          
074903         1981/04/11          
074903         1981/04/12          
074903         1981/04/13          
074903         1981/04/14          
074903         1981/04/15          
074903         1981/04/16          
074903         1981/04/17          
074903         1981/04/18          
074903         1981/04/19          
074903         1981/04/20          
074903         1981/04/21          
074903         1981/04/22          
074903         1981/04/23          
074903         1981/04/24          
074903         1981/04/25          
074903         1981/04/26          
074903         1981/04/27          
074903         1981/04/28          
074903         1981/04/29          
074903         1981/04/30          
074903         1981/05/01          
074903         1981/05/02          
074903         1981/05/03          
074903         1981/05/04          
074903         1981/05/05          
074903         1981/05/06          
074903         1981/05/07          
074903         1981/05/08          
074903         1981/05/09          
074903         1981/05/10          
074903         1981/05/11          
074903         1981/05/12          
074903         1981/05/13          
074903         1981/05/14          
074903         1981/05/15          
074903         1981/05/16          
074903         1981/05/17          
074903         1981/05/18          
074903         1981/05/19          
074903         1981/05/20          
074903         1981/05/21          
074903         1981/05/22          
074903         1981/05/23          
074903         1981/05/24          
074903         1981/05/25          
074903         1981/05/26          
074903         1981/05/27          
074903         1981/05/28          
074903         1981/05/29          
074903         1981/05/30          
074903         1981/05/31          
074903         1981/06/01          
074903         1981/06/02          
074903         1981/06/03          
074903         1981/06/04          
074903         1981/06/05          
074903         1981/06/06          
074903         1981/06/07          
074903         1981/06/08          
074903         1981/06/09          
074903         1981/06/10          
074903         1981/06/11          
074903         1981/06/12          
074903         1981/06/13          
074903         1981/06/14          
074903         1981/06/15          
074903         1981/06/16          
074903         1981/06/17          
074903         1981/06/18          
074903         1981/06/19          
074903         1981/06/20          
074903         1981/06/21          
074903         1981/06/22          
074903         1981/06/23          
074903         1981/06/24          
074903         1981/06/25          
074903         1981/06/26          
074903         1981/06/27          
074903         1981/06/28          
074903         1981/06/29          
074903         1981/06/30          
074903         1981/07/01          
074903         1981/07/02          
074903         1981/07/03          
074903         1981/07/04          
074903         1981/07/05          
074903         1981/07/06          
074903         1981/07/07          
074903         1981/07/08          
074903         1981/07/09          
074903         1981/07/10          
074903         1981/07/11          
074903         1981/07/12          
074903         1981/07/13          
074903         1981/07/14          
074903         1981/07/15          
074903         1981/07/16          
074903         1981/07/17          
074903         1981/07/18          
074903         1981/07/19          
074903         1981/07/20          
074903         1981/07/21          
074903         1981/07/22          
074903         1981/07/23          
074903         1981/07/24          
074903         1981/07/25          
074903         1981/07/26          
074903         1981/07/27          
074903         1981/07/28          
074903         1981/07/29          
074903         1981/07/30          
074903         1981/07/31          
074903         1981/08/01          
074903         1981/08/02          
074903         1981/08/03          
074903         1981/08/04          
074903         1981/08/05          
074903         1981/08/06          
074903         1981/08/07          
074903         1981/08/08          
074903         1981/08/09          
074903         1981/08/10          
074903         1981/08/11          
074903         1981/08/12          
074903         1981/08/13          
074903         1981/08/14          
074903         1981/08/15          
074903         1981/08/16          
074903         1981/08/17          
074903         1981/08/18          
074903         1981/08/19          391.0          J
074903         1981/08/20          
074903         1981/08/21          
074903         1981/08/22          
074903         1981/08/23          
074903         1981/08/24          
074903         1981/08/25          
074903         1981/08/26          
074903         1981/08/27          
074903         1981/08/28          
074903         1981/08/29          
074903         1981/08/30          
074903         1981/08/31          
074903         1981/09/01          
074903         1981/09/02          
074903         1981/09/03          
074903         1981/09/04          
074903         1981/09/05          
074903         1981/09/06          
074903         1981/09/07          
074903         1981/09/08          
074903         1981/09/09          
074903         1981/09/10          
074903         1981/09/11          
074903         1981/09/12          
074903         1981/09/13          
074903         1981/09/14          
074903         1981/09/15          
074903         1981/09/16          
074903         1981/09/17          
074903         1981/09/18          
074903         1981/09/19          
074903         1981/09/20          
074903         1981/09/21          
074903         1981/09/22          
074903         1981/09/23          
074903         1981/09/24          
074903         1981/09/25          
074903         1981/09/26          
074903         1981/09/27          
074903         1981/09/28          
074903         1981/09/29          
074903         1981/09/30          
074903         1981/10/01          345.0          E
074903         1981/10/02          380.0          E
074903         1981/10/03          410.0          E
074903         1981/10/04          450.0          MC
074903         1981/10/05          512.0          MC
074903         1981/10/06          581.0          MC
074903         1981/10/07          581.0          MC
074903         1981/10/08          558.0          MC
074903         1981/10/09          527.0          MC
074903         1981/10/10          494.0          MC
074903         1981/10/11          461.0          MC
074903         1981/10/12          431.0          MC
074903         1981/10/13          438.0          J
074903         1981/10/14          379.0          MC
074903         1981/10/15          360.0          MC
074903         1981/10/16          344.0          MC
074903         1981/10/17          330.0          MC
074903         1981/10/18          316.0          MC
074903         1981/10/19          312.0          MC
074903         1981/10/20          384.0          MC
074903         1981/10/21          434.0          MC
074903         1981/10/22          492.0          MC
074903         1981/10/23          500.0          MC
074903         1981/10/24          614.0          MC
074903         1981/10/25          766.0          MC
074903         1981/10/26          899.0          MC
074903         1981/10/27          870.0          MC
074903         1981/10/28          789.0          MC
074903         1981/10/29          720.0          MC
074903         1981/10/30          668.0          MC
074903         1981/10/31          616.0          MC
074903         1981/11/01          551.0          MC
074903         1981/11/02          511.0          MC
074903         1981/11/03          492.0          MC
074903         1981/11/04          480.0          MC
074903         1981/11/05          445.0          MC
074903         1981/11/06          384.0          MC
074903         1981/11/07          395.0          MC
074903         1981/11/08          476.0          MC
074903         1981/11/09          505.0          MC
074903         1981/11/10          482.0          MC
074903         1981/11/11          474.0          MC
074903         1981/11/12          426.0          MC
074903         1981/11/13          378.0          MC
074903         1981/11/14          345.0          MC
074903         1981/11/15          330.0          MC
074903         1981/11/16          330.0          MC
074903         1981/11/17          343.0          MC
074903         1981/11/18          340.0          MC
074903         1981/11/19          322.0          MC
074903         1981/11/20          312.0          MC
074903         1981/11/21          291.0          MC
074903         1981/11/22          275.0          MC
074903         1981/11/23          291.0          MC
074903         1981/11/24          293.0          MC
074903         1981/11/25          284.0          MC
074903         1981/11/26          268.0          MC
074903         1981/11/27          250.0          E
074903         1981/11/28          235.0          E
074903         1981/11/29          225.0          E
074903         1981/11/30          210.0          E
074903         1981/12/01          174.0          E
074903         1981/12/02          200.0          E
074903         1981/12/03          230.0          E
074903         1981/12/04          290.0          E
074903         1981/12/05          360.0          E
074903         1981/12/06          415.0          E
074903         1981/12/07          405.0          E
074903         1981/12/08          420.0          E
074903         1981/12/09          460.0          E
074903         1981/12/10          440.0          E
074903         1981/12/11          450.0          E
074903         1981/12/12          440.0          E
074903         1981/12/13          400.0          E
074903         1981/12/14          360.0          E
074903         1981/12/15          310.0          E
074903         1981/12/16          320.0          R
074903         1981/12/17          324.0          R
074903         1981/12/18          318.0          R
074903         1981/12/19          309.0          R
074903         1981/12/20          300.0          R
074903         1981/12/21          292.0          R
