Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 1999-11-03
Station:        011507         Matapédia - à 1,0 km en amont de l'Assemetquagan                                                                                               
Bassin versant: 2760 km²       Régime: Naturel                                           
Coordonnées:    (NAD83) 48° 5' 19" // -67° 6' 2"

Date de création du fichier: 2012-06-29 23:30
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
011507         1968/01/26          8.380          R
011507         1968/01/27          
011507         1968/01/28          
011507         1968/01/29          
011507         1968/01/30          
011507         1968/01/31          
011507         1968/02/01          
011507         1968/02/02          
011507         1968/02/03          
011507         1968/02/04          
011507         1968/02/05          
011507         1968/02/06          
011507         1968/02/07          
011507         1968/02/08          
011507         1968/02/09          
011507         1968/02/10          
011507         1968/02/11          
011507         1968/02/12          
011507         1968/02/13          
011507         1968/02/14          
011507         1968/02/15          
011507         1968/02/16          
011507         1968/02/17          
011507         1968/02/18          
011507         1968/02/19          
011507         1968/02/20          
011507         1968/02/21          
011507         1968/02/22          
011507         1968/02/23          
011507         1968/02/24          
011507         1968/02/25          
011507         1968/02/26          
011507         1968/02/27          
011507         1968/02/28          
011507         1968/02/29          13.00          R
011507         1968/03/01          
011507         1968/03/02          
011507         1968/03/03          
011507         1968/03/04          
011507         1968/03/05          
011507         1968/03/06          
011507         1968/03/07          
011507         1968/03/08          
011507         1968/03/09          
011507         1968/03/10          
011507         1968/03/11          
011507         1968/03/12          
011507         1968/03/13          
011507         1968/03/14          
011507         1968/03/15          
011507         1968/03/16          
011507         1968/03/17          
011507         1968/03/18          
011507         1968/03/19          
011507         1968/03/20          
011507         1968/03/21          
011507         1968/03/22          
011507         1968/03/23          
011507         1968/03/24          
011507         1968/03/25          
011507         1968/03/26          
011507         1968/03/27          
011507         1968/03/28          
011507         1968/03/29          
011507         1968/03/30          
011507         1968/03/31          
011507         1968/04/01          
011507         1968/04/02          
011507         1968/04/03          
011507         1968/04/04          
011507         1968/04/05          
011507         1968/04/06          
011507         1968/04/07          
011507         1968/04/08          
011507         1968/04/09          
011507         1968/04/10          
011507         1968/04/11          
011507         1968/04/12          
011507         1968/04/13          
011507         1968/04/14          
011507         1968/04/15          
011507         1968/04/16          
011507         1968/04/17          
011507         1968/04/18          
011507         1968/04/19          
011507         1968/04/20          
011507         1968/04/21          
011507         1968/04/22          
011507         1968/04/23          
011507         1968/04/24          
011507         1968/04/25          
011507         1968/04/26          473.0          MC
011507         1968/04/27          
011507         1968/04/28          
011507         1968/04/29          
011507         1968/04/30          
011507         1968/05/01          
011507         1968/05/02          
011507         1968/05/03          
011507         1968/05/04          
011507         1968/05/05          
011507         1968/05/06          
011507         1968/05/07          
011507         1968/05/08          
011507         1968/05/09          
011507         1968/05/10          
011507         1968/05/11          
011507         1968/05/12          
011507         1968/05/13          
011507         1968/05/14          
011507         1968/05/15          
011507         1968/05/16          
011507         1968/05/17          
011507         1968/05/18          
011507         1968/05/19          
011507         1968/05/20          
011507         1968/05/21          
011507         1968/05/22          
011507         1968/05/23          
011507         1968/05/24          
011507         1968/05/25          
011507         1968/05/26          
011507         1968/05/27          
011507         1968/05/28          
011507         1968/05/29          
011507         1968/05/30          
011507         1968/05/31          
011507         1968/06/01          
011507         1968/06/02          
011507         1968/06/03          69.90          MC
011507         1968/06/04          
011507         1968/06/05          
011507         1968/06/06          
011507         1968/06/07          
011507         1968/06/08          
011507         1968/06/09          
011507         1968/06/10          
011507         1968/06/11          
011507         1968/06/12          
011507         1968/06/13          
011507         1968/06/14          
011507         1968/06/15          
011507         1968/06/16          
011507         1968/06/17          
011507         1968/06/18          35.70          MC
011507         1968/06/19          
011507         1968/06/20          
011507         1968/06/21          
011507         1968/06/22          
011507         1968/06/23          
011507         1968/06/24          
011507         1968/06/25          
011507         1968/06/26          
011507         1968/06/27          
011507         1968/06/28          
011507         1968/06/29          
011507         1968/06/30          
011507         1968/07/01          
011507         1968/07/02          
011507         1968/07/03          
011507         1968/07/04          
011507         1968/07/05          
011507         1968/07/06          
011507         1968/07/07          
011507         1968/07/08          
011507         1968/07/09          
011507         1968/07/10          
011507         1968/07/11          
011507         1968/07/12          
011507         1968/07/13          
011507         1968/07/14          
011507         1968/07/15          
011507         1968/07/16          
011507         1968/07/17          
011507         1968/07/18          
011507         1968/07/19          
011507         1968/07/20          
011507         1968/07/21          
011507         1968/07/22          
011507         1968/07/23          
011507         1968/07/24          
011507         1968/07/25          
011507         1968/07/26          
011507         1968/07/27          
011507         1968/07/28          
011507         1968/07/29          
011507         1968/07/30          
011507         1968/07/31          
011507         1968/08/01          
011507         1968/08/02          
011507         1968/08/03          
011507         1968/08/04          
011507         1968/08/05          
011507         1968/08/06          
011507         1968/08/07          
011507         1968/08/08          
011507         1968/08/09          
011507         1968/08/10          
011507         1968/08/11          
011507         1968/08/12          
011507         1968/08/13          
011507         1968/08/14          
011507         1968/08/15          
011507         1968/08/16          
011507         1968/08/17          
011507         1968/08/18          
011507         1968/08/19          
011507         1968/08/20          
011507         1968/08/21          
011507         1968/08/22          
011507         1968/08/23          
011507         1968/08/24          
011507         1968/08/25          
011507         1968/08/26          
011507         1968/08/27          
011507         1968/08/28          
011507         1968/08/29          
011507         1968/08/30          
011507         1968/08/31          
011507         1968/09/01          
011507         1968/09/02          
011507         1968/09/03          
011507         1968/09/04          
011507         1968/09/05          
011507         1968/09/06          
011507         1968/09/07          
011507         1968/09/08          
011507         1968/09/09          
011507         1968/09/10          
011507         1968/09/11          
011507         1968/09/12          
011507         1968/09/13          12.80          MC
011507         1968/09/14          
