Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 1971-12-15
Station:        052802         Du Loup - à 8,0 km en amont du pont-route à Louiseville                                                                                        
Bassin versant: 1430 km²       Régime: Influencé journellement                           
052802         1967/01/08          14.90          R
052802         1967/01/09          14.40          R
052802         1967/01/10          14.10          R
052802         1967/01/11          13.90          R
052802         1967/01/12          13.60          R
052802         1967/01/13          13.30          R
052802         1967/01/14          13.10          R
052802         1967/01/15          13.00          R
052802         1967/01/16          12.60          R
052802         1967/01/17          12.40          R
052802         1967/01/18          12.20          R
052802         1967/01/19          12.00          R
052802         1967/01/20          11.80          R
052802         1967/01/21          11.60          R
052802         1967/01/22          11.40          R
052802         1967/01/23          11.20          R
052802         1967/01/24          11.30          R
052802         1967/01/25          13.30          R
052802         1967/01/26          14.40          R
052802         1967/01/27          13.60          R
052802         1967/01/28          13.00          R
052802         1967/01/29          12.70          R
052802         1967/01/30          12.40          R
052802         1967/01/31          12.10          R
052802         1967/02/01          11.90          R
052802         1967/02/02          11.60          R
052802         1967/02/03          11.30          R
052802         1967/02/04          11.00          R
052802         1967/02/05          10.80          R
052802         1967/02/06          10.50          R
052802         1967/02/07          10.30          R
052802         1967/02/08          10.10          R
052802         1967/02/09          9.910          R
052802         1967/02/10          9.680          R
052802         1967/02/11          9.570          R
052802         1967/02/12          9.490          R
052802         1967/02/13          9.320          R
052802         1967/02/14          9.060          R
052802         1967/02/15          8.860          R
052802         1967/02/16          8.720          R
052802         1967/02/17          8.550          R
052802         1967/02/18          8.440          R
052802         1967/02/19          8.240          R
052802         1967/02/20          8.160          R
052802         1967/02/21          7.990          R
052802         1967/02/22          7.930          R
052802         1967/02/23          7.820          R
052802         1967/02/24          7.700          R
052802         1967/02/25          7.620          R
052802         1967/02/26          7.500          R
052802         1967/02/27          7.420          R
052802         1967/02/28          7.360          R
052802         1967/03/01          7.220          R
052802         1967/03/02          7.140          R
052802         1967/03/03          7.080          R
052802         1967/03/04          7.020          R
052802         1967/03/05          6.940          R
052802         1967/03/06          6.880          R
052802         1967/03/07          6.820          R
052802         1967/03/08          6.800          R
052802         1967/03/09          6.770          R
052802         1967/03/10          6.800          R
052802         1967/03/11          7.020          R
052802         1967/03/12          7.360          R
052802         1967/03/13          7.390          R
052802         1967/03/14          7.360          R
052802         1967/03/15          7.280          R
052802         1967/03/16          7.110          R
052802         1967/03/17          7.050          R
052802         1967/03/18          6.820          R
052802         1967/03/19          6.740          R
052802         1967/03/20          6.630          R
052802         1967/03/21          6.540          R
052802         1967/03/22          6.400          R
052802         1967/03/23          6.510          R
052802         1967/03/24          6.770          R
052802         1967/03/25          6.940          R
052802         1967/03/26          7.310          R
052802         1967/03/27          7.670          R
052802         1967/03/28          8.270          R
052802         1967/03/29          9.340          R
052802         1967/03/30          11.00          R
052802         1967/03/31          15.30          R
052802         1967/04/01          17.80          MC
052802         1967/04/02          25.50          MC
052802         1967/04/03          34.50          MC
052802         1967/04/04          33.70          MC
052802         1967/04/05          31.70          MC
052802         1967/04/06          30.00          MC
052802         1967/04/07          26.50          MC
052802         1967/04/08          26.00          MC
052802         1967/04/09          30.00          MC
052802         1967/04/10          49.60          MC
052802         1967/04/11          46.70          MC
052802         1967/04/12          41.60          MC
052802         1967/04/13          45.60          MC
052802         1967/04/14          49.80          MC
052802         1967/04/15          52.40          MC
052802         1967/04/16          52.70          MC
052802         1967/04/17          50.70          MC
052802         1967/04/18          66.50          MC
052802         1967/04/19          63.40          MC
052802         1967/04/20          59.70          MC
052802         1967/04/21          58.30          MC
052802         1967/04/22          64.80          MC
052802         1967/04/23          71.40          MC
052802         1967/04/24          68.20          MC
052802         1967/04/25          66.00          MC
052802         1967/04/26          65.10          MC
052802         1967/04/27          66.30          MC
052802         1967/04/28          69.10          MC
052802         1967/04/29          71.10          MC
052802         1967/04/30          73.10          MC
052802         1967/05/01          76.50          MC
052802         1967/05/02          90.00          MC
052802         1967/05/03          114.0          MC
052802         1967/05/04          130.0          MC
052802         1967/05/05          125.0          MC
052802         1967/05/06          110.0          MC
052802         1967/05/07          93.70          MC
052802         1967/05/08          91.50          MC
052802         1967/05/09          99.40          MC
052802         1967/05/10          101.0          MC
052802         1967/05/11          95.40          MC
052802         1967/05/12          90.00          MC
052802         1967/05/13          83.00          MC
052802         1967/05/14          77.60          MC
052802         1967/05/15          73.10          MC
052802         1967/05/16          69.90          MC
052802         1967/05/17          65.70          MC
052802         1967/05/18          61.20          MC
052802         1967/05/19          60.90          MC
052802         1967/05/20          69.70          MC
052802         1967/05/21          74.20          MC
052802         1967/05/22          71.10          MC
052802         1967/05/23          66.30          MC
052802         1967/05/24          62.60          MC
052802         1967/05/25          59.20          MC
052802         1967/05/26          54.70          MC
052802         1967/05/27          51.50          MC
052802         1967/05/28          48.70          MC
052802         1967/05/29          45.60          MC
052802         1967/05/30          41.30          MC
052802         1967/05/31          39.60          MC
052802         1967/06/01          37.70          MC
052802         1967/06/02          35.10          MC
052802         1967/06/03          33.40          MC
052802         1967/06/04          28.90          MC
052802         1967/06/05          22.80          MC
052802         1967/06/06          22.70          MC
052802         1967/06/07          23.70          MC
052802         1967/06/08          25.60          MC
052802         1967/06/09          26.80          MC
052802         1967/06/10          27.00          MC
052802         1967/06/11          26.20          MC
052802         1967/06/12          24.20          MC
052802         1967/06/13          23.80          MC
052802         1967/06/14          22.70          MC
052802         1967/06/15          21.70          MC
052802         1967/06/16          21.20          MC
052802         1967/06/17          21.20          MC
052802         1967/06/18          20.30          MC
052802         1967/06/19          19.10          MC
052802         1967/06/20          17.70          MC
052802         1967/06/21          16.50          MC
052802         1967/06/22          16.60          MC
052802         1967/06/23          19.00          MC
052802         1967/06/24          19.60          MC
052802         1967/06/25          28.30          MC
052802         1967/06/26          45.00          MC
052802         1967/06/27          43.60          MC
052802         1967/06/28          37.90          MC
052802         1967/06/29          34.50          MC
052802         1967/06/30          32.00          MC
052802         1967/07/01          29.70          MC
052802         1967/07/02          28.60          MC
052802         1967/07/03          45.00          MC
052802         1967/07/04          67.40          MC
052802         1967/07/05          68.00          MC
052802         1967/07/06          64.30          MC
052802         1967/07/07          57.20          MC
052802         1967/07/08          51.50          MC
052802         1967/07/09          47.30          MC
052802         1967/07/10          43.90          MC
052802         1967/07/11          40.20          MC
052802         1967/07/12          53.50          MC
052802         1967/07/13          58.30          MC
052802         1967/07/14          47.60          MC
052802         1967/07/15          41.10          MC
052802         1967/07/16          37.90          MC
052802         1967/07/17          37.70          MC
052802         1967/07/18          35.70          MC
052802         1967/07/19          32.30          MC
052802         1967/07/20          28.90          MC
052802         1967/07/21          27.60          MC
052802         1967/07/22          27.70          MC
052802         1967/07/23          25.50          MC
052802         1967/07/24          25.90          MC
052802         1967/07/25          33.70          MC
052802         1967/07/26          29.20          MC
052802         1967/07/27          24.50          MC
052802         1967/07/28          21.80          MC
052802         1967/07/29          20.30          MC
052802         1967/07/30          19.10          MC
052802         1967/07/31          17.80          MC
052802         1967/08/01          16.50          MC
052802         1967/08/02          15.40          MC
052802         1967/08/03          14.30          MC
052802         1967/08/04          15.10          MC
052802         1967/08/05          15.50          MC
052802         1967/08/06          14.70          MC
052802         1967/08/07          12.70          MC
052802         1967/08/08          12.50          MC
052802         1967/08/09          12.40          MC
052802         1967/08/10          12.10          MC
052802         1967/08/11          11.80          MC
052802         1967/08/12          11.50          MC
052802         1967/08/13          10.70          MC
052802         1967/08/14          10.50          MC
052802         1967/08/15          10.20          MC
052802         1967/08/16          9.880          MC
052802         1967/08/17          9.430          MC
052802         1967/08/18          9.150          MC
052802         1967/08/19          9.290          MC
052802         1967/08/20          9.260          MC
052802         1967/08/21          9.030          MC
052802         1967/08/22          8.810          MC
052802         1967/08/23          8.810          MC
052802         1967/08/24          8.380          MC
052802         1967/08/25          8.210          MC
052802         1967/08/26          8.130          MC
052802         1967/08/27          7.760          MC
052802         1967/08/28          7.530          MC
052802         1967/08/29          9.030          MC
052802         1967/08/30          12.30          MC
052802         1967/08/31          14.30          MC
052802         1967/09/01          14.80          MC
052802         1967/09/02          13.90          MC
052802         1967/09/03          13.10          MC
052802         1967/09/04          12.00          MC
052802         1967/09/05          11.00          MC
052802         1967/09/06          10.10          MC
052802         1967/09/07          9.600          MC
052802         1967/09/08          9.090          MC
052802         1967/09/09          8.810          MC
052802         1967/09/10          8.520          MC
052802         1967/09/11          8.500          MC
052802         1967/09/12          8.160          MC
052802         1967/09/13          7.840          MC
052802         1967/09/14          7.870          MC
052802         1967/09/15          7.500          MC
052802         1967/09/16          7.250          MC
052802         1967/09/17          7.110          MC
052802         1967/09/18          6.430          MC
052802         1967/09/19          6.680          MC
052802         1967/09/20          6.740          MC
052802         1967/09/21          5.800          MC
052802         1967/09/22          5.320          MC
052802         1967/09/23          6.060          MC
052802         1967/09/24          6.140          MC
052802         1967/09/25          5.720          MC
052802         1967/09/26          5.320          MC
052802         1967/09/27          5.410          MC
052802         1967/09/28          5.440          MC
052802         1967/09/29          6.630          MC
052802         1967/09/30          8.350          MC
052802         1967/10/01          9.320          MC
052802         1967/10/02          9.000          MC
052802         1967/10/03          8.210          MC
052802         1967/10/04          7.590          MC
052802         1967/10/05          7.450          MC
052802         1967/10/06          7.450          MC
052802         1967/10/07          7.330          MC
052802         1967/10/08          6.910          MC
052802         1967/10/09          6.850          MC
052802         1967/10/10          8.330          MC
052802         1967/10/11          10.40          MC
