Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 1986-08-28
Station:        052232         Abercromby - à 1,9 km de l'Achigan                                                                                                             
Bassin versant: 58.5 km²       Régime: Naturel                                           
052232         1976/02/11          
052232         1976/02/12          
052232         1976/02/13          
052232         1976/02/14          
052232         1976/02/15          
052232         1976/02/16          
052232         1976/02/17          
052232         1976/02/18          
052232         1976/02/19          
052232         1976/02/20          
052232         1976/02/21          
052232         1976/02/22          
052232         1976/02/23          
052232         1976/02/24          
052232         1976/02/25          
052232         1976/02/26          
052232         1976/02/27          
052232         1976/02/28          
052232         1976/02/29          
052232         1976/03/01          
052232         1976/03/02          
052232         1976/03/03          
052232         1976/03/04          
052232         1976/03/05          
052232         1976/03/06          
052232         1976/03/07          
052232         1976/03/08          
052232         1976/03/09          
052232         1976/03/10          
052232         1976/03/11          
052232         1976/03/12          
052232         1976/03/13          
052232         1976/03/14          
052232         1976/03/15          
052232         1976/03/16          
052232         1976/03/17          
052232         1976/03/18          
052232         1976/03/19          
052232         1976/03/20          
052232         1976/03/21          
052232         1976/03/22          
052232         1976/03/23          
052232         1976/03/24          
052232         1976/03/25          
052232         1976/03/26          
052232         1976/03/27          
052232         1976/03/28          
052232         1976/03/29          
052232         1976/03/30          
052232         1976/03/31          
052232         1976/04/01          
052232         1976/04/02          
052232         1976/04/03          
052232         1976/04/04          
052232         1976/04/05          5.640          MC
052232         1976/04/06          
052232         1976/04/07          
052232         1976/04/08          
052232         1976/04/09          
052232         1976/04/10          
052232         1976/04/11          
052232         1976/04/12          
052232         1976/04/13          
052232         1976/04/14          
052232         1976/04/15          
052232         1976/04/16          
052232         1976/04/17          
052232         1976/04/18          
052232         1976/04/19          
052232         1976/04/20          
052232         1976/04/21          
052232         1976/04/22          
052232         1976/04/23          
052232         1976/04/24          
052232         1976/04/25          
052232         1976/04/26          
052232         1976/04/27          
052232         1976/04/28          
052232         1976/04/29          
052232         1976/04/30          
052232         1976/05/01          
052232         1976/05/02          
052232         1976/05/03          
052232         1976/05/04          
052232         1976/05/05          
052232         1976/05/06          
052232         1976/05/07          
052232         1976/05/08          
052232         1976/05/09          
052232         1976/05/10          
052232         1976/05/11          
052232         1976/05/12          
052232         1976/05/13          
052232         1976/05/14          
052232         1976/05/15          
052232         1976/05/16          
052232         1976/05/17          
052232         1976/05/18          
052232         1976/05/19          
052232         1976/05/20          
052232         1976/05/21          
052232         1976/05/22          
052232         1976/05/23          2.130          J
052232         1976/05/24          
052232         1976/05/25          
052232         1976/05/26          
052232         1976/05/27          
052232         1976/05/28          
052232         1976/05/29          
052232         1976/05/30          
052232         1976/05/31          
052232         1976/06/01          
052232         1976/06/02          
052232         1976/06/03          
052232         1976/06/04          
052232         1976/06/05          
052232         1976/06/06          
052232         1976/06/07          
052232         1976/06/08          
052232         1976/06/09          
052232         1976/06/10          
052232         1976/06/11          
052232         1976/06/12          
052232         1976/06/13          
052232         1976/06/14          
052232         1976/06/15          
052232         1976/06/16          
052232         1976/06/17          
052232         1976/06/18          
052232         1976/06/19          
052232         1976/06/20          
052232         1976/06/21          
052232         1976/06/22          
052232         1976/06/23          
052232         1976/06/24          
052232         1976/06/25          
052232         1976/06/26          
052232         1976/06/27          
052232         1976/06/28          
052232         1976/06/29          
052232         1976/06/30          
052232         1976/07/01          
052232         1976/07/02          
052232         1976/07/03          
052232         1976/07/04          
052232         1976/07/05          
052232         1976/07/06          
052232         1976/07/07          
052232         1976/07/08          0.810          J
052232         1976/07/09          
052232         1976/07/10          
052232         1976/07/11          
052232         1976/07/12          
052232         1976/07/13          
052232         1976/07/14          
052232         1976/07/15          
052232         1976/07/16          
052232         1976/07/17          
052232         1976/07/18          
052232         1976/07/19          
052232         1976/07/20          
052232         1976/07/21          
052232         1976/07/22          
052232         1976/07/23          
052232         1976/07/24          
052232         1976/07/25          
052232         1976/07/26          
052232         1976/07/27          
052232         1976/07/28          
052232         1976/07/29          
052232         1976/07/30          
052232         1976/07/31          
052232         1976/08/01          
052232         1976/08/02          
052232         1976/08/03          
052232         1976/08/04          
052232         1976/08/05          
052232         1976/08/06          
052232         1976/08/07          
052232         1976/08/08          
052232         1976/08/09          
052232         1976/08/10          
052232         1976/08/11          
052232         1976/08/12          
052232         1976/08/13          
052232         1976/08/14          
052232         1976/08/15          
052232         1976/08/16          
052232         1976/08/17          
052232         1976/08/18          
052232         1976/08/19          
052232         1976/08/20          
052232         1976/08/21          
052232         1976/08/22          
052232         1976/08/23          
052232         1976/08/24          
052232         1976/08/25          
052232         1976/08/26          
052232         1976/08/27          0.057          J
052232         1976/08/28          
052232         1976/08/29          
052232         1976/08/30          
052232         1976/08/31          
052232         1976/09/01          
052232         1976/09/02          0.057          MC
052232         1976/09/03          
052232         1976/09/04          
052232         1976/09/05          
052232         1976/09/06          
052232         1976/09/07          
052232         1976/09/08          
052232         1976/09/09          
052232         1976/09/10          
052232         1976/09/11          
052232         1976/09/12          
052232         1976/09/13          
052232         1976/09/14          
052232         1976/09/15          
052232         1976/09/16          
052232         1976/09/17          
052232         1976/09/18          
052232         1976/09/19          
052232         1976/09/20          
052232         1976/09/21          
052232         1976/09/22          
052232         1976/09/23          
052232         1976/09/24          
052232         1976/09/25          
052232         1976/09/26          
052232         1976/09/27          
052232         1976/09/28          
052232         1976/09/29          
052232         1976/09/30          
052232         1976/10/01          
052232         1976/10/02          
052232         1976/10/03          
052232         1976/10/04          
052232         1976/10/05          
052232         1976/10/06          
052232         1976/10/07          
052232         1976/10/08          
052232         1976/10/09          0.053          J
052232         1976/10/10          
052232         1976/10/11          
052232         1976/10/12          
052232         1976/10/13          
052232         1976/10/14          
052232         1976/10/15          
052232         1976/10/16          
052232         1976/10/17          
052232         1976/10/18          
052232         1976/10/19          
052232         1976/10/20          
052232         1976/10/21          
052232         1976/10/22          
052232         1976/10/23          
052232         1976/10/24          
052232         1976/10/25          
052232         1976/10/26          
052232         1976/10/27          
052232         1976/10/28          
052232         1976/10/29          
052232         1976/10/30          
052232         1976/10/31          
052232         1976/11/01          
052232         1976/11/02          
052232         1976/11/03          
052232         1976/11/04          
052232         1976/11/05          
052232         1976/11/06          
052232         1976/11/07          
052232         1976/11/08          
052232         1976/11/09          
052232         1976/11/10          
052232         1976/11/11          
052232         1976/11/12          
052232         1976/11/13          
052232         1976/11/14          
052232         1976/11/15          
052232         1976/11/16          
052232         1976/11/17          0.350          MC
052232         1976/11/18          
052232         1976/11/19          
052232         1976/11/20          
052232         1976/11/21          
052232         1976/11/22          
052232         1976/11/23          
052232         1976/11/24          
052232         1976/11/25          
052232         1976/11/26          
052232         1976/11/27          
052232         1976/11/28          
052232         1976/11/29          
052232         1976/11/30          
052232         1976/12/01          
052232         1976/12/02          
052232         1976/12/03          
052232         1976/12/04          
052232         1976/12/05          
052232         1976/12/06          
052232         1976/12/07          
052232         1976/12/08          
052232         1976/12/09          
052232         1976/12/10          
052232         1976/12/11          
052232         1976/12/12          
052232         1976/12/13          
052232         1976/12/14          
052232         1976/12/15          
052232         1976/12/16          
052232         1976/12/17          
052232         1976/12/18          
052232         1976/12/19          
052232         1976/12/20          
052232         1976/12/21          
052232         1976/12/22          
052232         1976/12/23          
052232         1976/12/24          
052232         1976/12/25          
052232         1976/12/26          
052232         1976/12/27          
052232         1976/12/28          
052232         1976/12/29          
052232         1976/12/30          
052232         1976/12/31          
052232         1977/01/01          
052232         1977/01/02          
052232         1977/01/03          
052232         1977/01/04          
052232         1977/01/05          
052232         1977/01/06          
052232         1977/01/07          
052232         1977/01/08          
052232         1977/01/09          
052232         1977/01/10          
052232         1977/01/11          
052232         1977/01/12          
052232         1977/01/13          
052232         1977/01/14          
052232         1977/01/15          
052232         1977/01/16          
052232         1977/01/17          
052232         1977/01/18          
052232         1977/01/19          
052232         1977/01/20          0.230          J
052232         1977/01/21          
052232         1977/01/22          
052232         1977/01/23          
052232         1977/01/24          
052232         1977/01/25          
052232         1977/01/26          
052232         1977/01/27          
052232         1977/01/28          
052232         1977/01/29          
052232         1977/01/30          
052232         1977/01/31          
052232         1977/02/01          
052232         1977/02/02          
052232         1977/02/03          
052232         1977/02/04          
052232         1977/02/05          
052232         1977/02/06          
052232         1977/02/07          
052232         1977/02/08          
052232         1977/02/09          
052232         1977/02/10          
052232         1977/02/11          
052232         1977/02/12          
052232         1977/02/13          
052232         1977/02/14          
052232         1977/02/15          
052232         1977/02/16          0.170          J
052232         1977/02/17          
052232         1977/02/18          
052232         1977/02/19          
052232         1977/02/20          
052232         1977/02/21          
052232         1977/02/22          
052232         1977/02/23          
052232         1977/02/24          
052232         1977/02/25          
052232         1977/02/26          
052232         1977/02/27          
052232         1977/02/28          
052232         1977/03/01          
052232         1977/03/02          
052232         1977/03/03          
052232         1977/03/04          
052232         1977/03/05          
052232         1977/03/06          
052232         1977/03/07          
052232         1977/03/08          
052232         1977/03/09          
052232         1977/03/10          
052232         1977/03/11          
052232         1977/03/12          
052232         1977/03/13          0.850          MC
052232         1977/03/14          2.610          MC
052232         1977/03/15          4.250          MC
052232         1977/03/16          4.450          MC
052232         1977/03/17          4.640          MC
052232         1977/03/18          4.050          MC
052232         1977/03/19          3.620          MC
052232         1977/03/20          3.090          MC
052232         1977/03/21          2.670          MC
052232         1977/03/22          2.260          MC
052232         1977/03/23          2.170          MC
052232         1977/03/24          1.930          MC
052232         1977/03/25          1.680          MC
052232         1977/03/26          1.500          MC
052232         1977/03/27          1.450          MC
052232         1977/03/28          1.530          MC
052232         1977/03/29          2.550          MC
052232         1977/03/30          4.020          MC
052232         1977/03/31          7.360          MC
052232         1977/04/01          7.700          MC
052232         1977/04/02          6.230          MC
052232         1977/04/03          9.000          J
052232         1977/04/04          7.760          MC
052232         1977/04/05          6.480          MC
052232         1977/04/06          6.000          MC
052232         1977/04/07          4.190          MC
052232         1977/04/08          3.200          MC
052232         1977/04/09          2.620          MC
052232         1977/04/10          2.140          MC
052232         1977/04/11          1.950          MC
052232         1977/04/12          2.400          MC
052232         1977/04/13          4.250          MC
052232         1977/04/14          6.370          MC
052232         1977/04/15          6.540          MC
052232         1977/04/16          6.460          MC
052232         1977/04/17          6.570          MC
052232         1977/04/18          6.570          MC
052232         1977/04/19          6.460          MC
052232         1977/04/20          5.950          MC
052232         1977/04/21          5.660          MC
052232         1977/04/22          5.240          MC
052232         1977/04/23          4.250          MC
052232         1977/04/24          3.340          MC
052232         1977/04/25          3.310          J
052232         1977/04/26          2.970          MC
052232         1977/04/27          2.430          MC
052232         1977/04/28          2.080          MC
052232         1977/04/29          1.760          MC
052232         1977/04/30          1.530          MC
052232         1977/05/01          1.390          MC
052232         1977/05/02          1.400          MC
052232         1977/05/03          1.400          MC
052232         1977/05/04          1.250          MC
052232         1977/05/05          1.120          MC
052232         1977/05/06          1.030          MC
052232         1977/05/07          0.930          MC
052232         1977/05/08          0.830          MC
052232         1977/05/09          0.830          MC
052232         1977/05/10          0.690          MC
052232         1977/05/11          0.600          MC
052232         1977/05/12          0.540          MC
052232         1977/05/13          0.510          MC
052232         1977/05/14          0.540          MC
052232         1977/05/15          0.510          MC
052232         1977/05/16          0.460          MC
052232         1977/05/17          0.420          MC
052232         1977/05/18          0.320          MC
052232         1977/05/19          0.330          MC
052232         1977/05/20          0.320          MC
052232         1977/05/21          0.290          MC
052232         1977/05/22          0.260          MC
052232         1977/05/23          0.240          MC
052232         1977/05/24          0.190          MC
052232         1977/05/25          0.240          MC
052232         1977/05/26          0.240          MC
052232         1977/05/27          0.160          MC
052232         1977/05/28          0.160          MC
052232         1977/05/29          0.240          MC
052232         1977/05/30          0.210          MC
052232         1977/05/31          0.270          MC
052232         1977/06/01          0.110          MC
052232         1977/06/02          0.130          J
052232         1977/06/03          0.150          MC
052232         1977/06/04          0.150          MC
052232         1977/06/05          0.160          MC
052232         1977/06/06          0.120          MC
052232         1977/06/07          0.140          MC
052232         1977/06/08          0.250          MC
052232         1977/06/09          0.200          MC
052232         1977/06/10          0.160          MC
052232         1977/06/11          0.140          MC
052232         1977/06/12          0.130          MC
052232         1977/06/13          0.130          MC
052232         1977/06/14          0.120          MC
052232         1977/06/15          0.190          MC
052232         1977/06/16          0.076          MC
052232         1977/06/17          0.074          MC
052232         1977/06/18          0.130          MC
052232         1977/06/19          0.410          MC
052232         1977/06/20          0.420          MC
052232         1977/06/21          0.380          MC
052232         1977/06/22          0.320          MC
052232         1977/06/23          0.270          MC
052232         1977/06/24          0.220          MC
052232         1977/06/25          0.230          MC
052232         1977/06/26          0.430          MC
052232         1977/06/27          0.300          MC
052232         1977/06/28          0.190          MC
052232         1977/06/29          0.420          MC
052232         1977/06/30          0.570          MC
052232         1977/07/01          0.460          MC
052232         1977/07/02          0.390          MC
052232         1977/07/03          0.310          MC
052232         1977/07/04          0.270          MC
052232         1977/07/05          0.250          MC
052232         1977/07/06          0.180          MC
052232         1977/07/07          0.230          MC
052232         1977/07/08          0.140          MC
052232         1977/07/09          0.120          MC
052232         1977/07/10          0.110          MC
052232         1977/07/11          0.096          MC
052232         1977/07/12          0.100          MC
052232         1977/07/13          0.140          MC
052232         1977/07/14          0.130          MC
052232         1977/07/15          0.120          Z
052232         1977/07/16          0.099          Z
052232         1977/07/17          0.130          Z
052232         1977/07/18          0.170          Z
052232         1977/07/19          0.120          Z
052232         1977/07/20          0.096          Z
052232         1977/07/21          0.081          Z
052232         1977/07/22          0.095          Z
052232         1977/07/23          0.097          Z
052232         1977/07/24          0.060          Z
052232         1977/07/25          0.051          Z
052232         1977/07/26          0.038          Z
052232         1977/07/27          0.033          Z
052232         1977/07/28          0.044          Z
052232         1977/07/29          0.045          Z
052232         1977/07/30          0.036          Z
052232         1977/07/31          0.042          Z
052232         1977/08/01          0.036          Z
052232         1977/08/02          0.039          Z
052232         1977/08/03          0.048          Z
052232         1977/08/04          0.057          Z
052232         1977/08/05          0.054          Z
052232         1977/08/06          0.052          Z
052232         1977/08/07          0.043          Z
052232         1977/08/08          0.034          Z
052232         1977/08/09          0.037          Z
052232         1977/08/10          0.041          Z
052232         1977/08/11          0.047          Z
052232         1977/08/12          0.066          Z
052232         1977/08/13          0.040          Z
052232         1977/08/14          0.041          Z
052232         1977/08/15          0.042          Z
052232         1977/08/16          0.043          Z
052232         1977/08/17          0.041          Z
052232         1977/08/18          0.048          Z
052232         1977/08/19          0.110          Z
052232         1977/08/20          0.390          Z
052232         1977/08/21          0.160          Z
052232         1977/08/22          0.120          Z
052232         1977/08/23          0.095          Z
052232         1977/08/24          0.077          Z
052232         1977/08/25          0.070          Z
052232         1977/08/26          0.110          Z
052232         1977/08/27          0.071          Z
052232         1977/08/28          0.140          Z
052232         1977/08/29          0.140          Z
052232         1977/08/30          0.130          Z
052232         1977/08/31          0.260          Z
052232         1977/09/01          0.100          Z
052232         1977/09/02          0.130          Z
052232         1977/09/03          0.140          Z
052232         1977/09/04          0.170          Z
052232         1977/09/05          0.160          Z
052232         1977/09/06          0.560          Z
052232         1977/09/07          0.570          Z
052232         1977/09/08          0.550          Z
052232         1977/09/09          0.490          Z
052232         1977/09/10          0.540          Z
052232         1977/09/11          0.550          Z
052232         1977/09/12          0.210          Z
052232         1977/09/13          0.160          Z
052232         1977/09/14          0.360          Z
052232         1977/09/15          0.250          Z
052232         1977/09/16          0.120          Z
052232         1977/09/17          0.099          Z
052232         1977/09/18          0.100          Z
052232         1977/09/19          0.370          Z
052232         1977/09/20          0.130          Z
052232         1977/09/21          0.240          Z
052232         1977/09/22          0.230          Z
052232         1977/09/23          0.160          Z
052232         1977/09/24          0.130          Z
052232         1977/09/25          0.230          Z
052232         1977/09/26          0.510          Z
052232         1977/09/27          0.730          Z
052232         1977/09/28          0.790          Z
052232         1977/09/29          0.890          Z
052232         1977/09/30          0.850          Z
052232         1977/10/01          1.100          Z
052232         1977/10/02          1.480          Z
052232         1977/10/03          1.740          Z
052232         1977/10/04          1.560          Z
052232         1977/10/05          1.260          Z
052232         1977/10/06          1.090          Z
052232         1977/10/07          0.930          J
052232         1977/10/08          0.820          Z
052232         1977/10/09          2.420          Z
052232         1977/10/10          2.820          Z
052232         1977/10/11          2.230          Z
052232         1977/10/12          1.880          Z
052232         1977/10/13          1.590          Z
052232         1977/10/14          1.380          Z
052232         1977/10/15          1.340          Z
052232         1977/10/16          1.400          Z
052232         1977/10/17          1.590          Z
052232         1977/10/18          2.070          Z
052232         1977/10/19          1.920          Z
052232         1977/10/20          1.640          Z
052232         1977/10/21          1.460          Z
052232         1977/10/22          1.310          Z
052232         1977/10/23          1.280          Z
052232         1977/10/24          1.150          Z
052232         1977/10/25          1.020          Z
052232         1977/10/26          0.960          Z
052232         1977/10/27          0.990          Z
052232         1977/10/28          0.970          Z
052232         1977/10/29          0.900          Z
052232         1977/10/30          0.870          Z
052232         1977/10/31          0.760          Z
052232         1977/11/01          0.760          Z
052232         1977/11/02          0.680          Z
052232         1977/11/03          0.620          Z
052232         1977/11/04          0.610          Z
052232         1977/11/05          0.670          Z
052232         1977/11/06          0.680          Z
052232         1977/11/07          0.820          Z
052232         1977/11/08          0.800          Z
052232         1977/11/09          1.040          Z
052232         1977/11/10          1.120          Z
052232         1977/11/11          1.140          Z
052232         1977/11/12          1.240          Z
052232         1977/11/13          1.170          Z
052232         1977/11/14          1.090          Z
052232         1977/11/15          1.060          Z
052232         1977/11/16          1.090          Z
052232         1977/11/17          1.610          Z
052232         1977/11/18          1.660          Z
052232         1977/11/19          1.530          Z
052232         1977/11/20          1.390          Z
052232         1977/11/21          1.420          Z
052232         1977/11/22          1.530          Z
052232         1977/11/23          1.370          Z
052232         1977/11/24          1.400          Z
052232         1977/11/25          1.400          Z
052232         1977/11/26          1.320          Z
052232         1977/11/27          1.320          Z
052232         1977/11/28          1.180          Z
052232         1977/11/29          1.110          Z
052232         1977/11/30          1.060          Z
052232         1977/12/01          1.280          MC
052232         1977/12/02          2.560          MC
052232         1977/12/03          2.230          MC
052232         1977/12/04          1.920          MC
052232         1977/12/05          1.620          MC
052232         1977/12/06          1.430          MC
052232         1977/12/07          1.390          MC
052232         1977/12/08          1.230          MC
052232         1977/12/09          1.200          MC
052232         1977/12/10          1.090          MC
052232         1977/12/11          0.600          MC
052232         1977/12/12          0.920          MC
052232         1977/12/13          1.060          MC
052232         1977/12/14          1.030          MC
052232         1977/12/15          1.040          MC
052232         1977/12/16          1.000          MC
052232         1977/12/17          0.860          MC
052232         1977/12/18          0.830          MC
052232         1977/12/19          0.800          R
052232         1977/12/20          0.780          R
052232         1977/12/21          0.760          R
052232         1977/12/22          0.730          R
052232         1977/12/23          0.710          R
052232         1977/12/24          0.710          R
052232         1977/12/25          0.700          R
052232         1977/12/26          0.680          R
052232         1977/12/27          0.670          R
052232         1977/12/28          0.640          R
052232         1977/12/29          0.610          R
052232         1977/12/30          0.580          R
052232         1977/12/31          0.550          R
052232         1978/01/01          0.520          R
052232         1978/01/02          0.500          R
052232         1978/01/03          0.480          R
052232         1978/01/04          0.470          R
052232         1978/01/05          0.460          R
052232         1978/01/06          0.460          R
052232         1978/01/07          0.450          R
052232         1978/01/08          0.480          R
052232         1978/01/09          0.900          R
052232         1978/01/10          1.670          R
052232         1978/01/11          2.800          R
052232         1978/01/12          2.300          R
052232         1978/01/13          1.800          R
052232         1978/01/14          1.700          R
052232         1978/01/15          1.600          R
052232         1978/01/16          1.500          R
052232         1978/01/17          1.400          R
052232         1978/01/18          1.350          J
052232         1978/01/19          1.280          R
052232         1978/01/20          1.220          R
052232         1978/01/21          1.180          R
052232         1978/01/22          1.120          R
052232         1978/01/23          1.080          R
052232         1978/01/24          1.020          R
052232         1978/01/25          1.000          R
052232         1978/01/26          1.320          R
052232         1978/01/27          1.990          R
052232         1978/01/28          1.980          R
052232         1978/01/29          1.720          R
052232         1978/01/30          1.500          R
052232         1978/01/31          1.250          R
052232         1978/02/01          1.120          R
052232         1978/02/02          1.030          R
052232         1978/02/03          0.970          R
052232         1978/02/04          0.880          R
052232         1978/02/05          0.840          R
052232         1978/02/06          0.780          R
052232         1978/02/07          0.750          R
052232         1978/02/08          0.710          R
052232         1978/02/09          0.680          R
052232         1978/02/10          0.640          R
052232         1978/02/11          0.620          R
052232         1978/02/12          0.580          R
052232         1978/02/13          0.550          R
052232         1978/02/14          0.520          R
052232         1978/02/15          0.500          R
052232         1978/02/16          0.480          R
052232         1978/02/17          0.460          R
052232         1978/02/18          0.440          R
052232         1978/02/19          0.420          R
052232         1978/02/20          0.400          R
052232         1978/02/21          0.390          R
052232         1978/02/22          0.380          R
052232         1978/02/23          0.370          J
052232         1978/02/24          0.360          R
052232         1978/02/25          0.360          R
052232         1978/02/26          0.350          R
052232         1978/02/27          0.340          R
052232         1978/02/28          0.330          R
052232         1978/03/01          0.320          R
052232         1978/03/02          0.310          R
052232         1978/03/03          0.310          R
052232         1978/03/04          0.300          R
052232         1978/03/05          0.300          R
052232         1978/03/06          0.290          R
052232         1978/03/07          0.290          R
052232         1978/03/08          0.280          R
052232         1978/03/09          0.270          R
052232         1978/03/10          0.270          R
052232         1978/03/11          0.270          R
052232         1978/03/12          0.260          R
052232         1978/03/13          0.260          R
052232         1978/03/14          0.350          R
052232         1978/03/15          0.960          R
052232         1978/03/16          1.000          R
052232         1978/03/17          0.840          R
052232         1978/03/18          0.730          R
052232         1978/03/19          0.680          R
052232         1978/03/20          0.640          R
052232         1978/03/21          0.620          R
052232         1978/03/22          0.630          R
052232         1978/03/23          0.650          R
052232         1978/03/24          0.630          R
052232         1978/03/25          0.590          R
052232         1978/03/26          0.560          R
052232         1978/03/27          0.580          R
052232         1978/03/28          0.640          R
052232         1978/03/29          0.800          R
052232         1978/03/30          0.890          R
052232         1978/03/31          0.880          R
052232         1978/04/01          0.870          R
052232         1978/04/02          0.990          R
052232         1978/04/03          0.980          R
052232         1978/04/04          0.960          R
052232         1978/04/05          1.000          R
052232         1978/04/06          1.100          R
052232         1978/04/07          1.200          R
052232         1978/04/08          1.160          R
052232         1978/04/09          1.110          R
052232         1978/04/10          1.200          R
052232         1978/04/11          1.830          MC
052232         1978/04/12          3.800          MC
052232         1978/04/13          4.570          MC
052232         1978/04/14          6.260          MC
052232         1978/04/15          6.290          MC
052232         1978/04/16          6.160          MC
052232         1978/04/17          7.020          MC
052232         1978/04/18          7.860          MC
052232         1978/04/19          8.470          MC
052232         1978/04/20          11.20          MC
052232         1978/04/21          11.30          MC
052232         1978/04/22          9.630          MC
052232         1978/04/23          9.190          MC
052232         1978/04/24          9.270          MC
052232         1978/04/25          10.00          MC
052232         1978/04/26          10.60          MC
052232         1978/04/27          10.10          MC
052232         1978/04/28          9.110          MC
052232         1978/04/29          8.100          MC
052232         1978/04/30          6.460          MC
052232         1978/05/01          4.720          MC
052232         1978/05/02          3.650          MC
052232         1978/05/03          2.980          MC
052232         1978/05/04          2.490          J
052232         1978/05/05          2.250          MC
052232         1978/05/06          2.170          MC
052232         1978/05/07          2.180          MC
052232         1978/05/08          2.230          MC
052232         1978/05/09          2.750          MC
052232         1978/05/10          2.940          MC
052232         1978/05/11          2.700          MC
052232         1978/05/12          2.290          MC
052232         1978/05/13          1.970          MC
052232         1978/05/14          1.760          MC
052232         1978/05/15          1.570          MC
052232         1978/05/16          1.440          MC
052232         1978/05/17          1.420          MC
052232         1978/05/18          1.660          MC
052232         1978/05/19          1.570          MC
052232         1978/05/20          1.450          MC
052232         1978/05/21          1.350          MC
052232         1978/05/22          1.200          MC
052232         1978/05/23          1.050          MC
052232         1978/05/24          0.950          MC
052232         1978/05/25          0.810          MC
052232         1978/05/26          0.780          MC
052232         1978/05/27          0.660          MC
052232         1978/05/28          0.550          MC
052232         1978/05/29          0.450          MC
052232         1978/05/30          0.480          MC
052232         1978/05/31          0.440          MC
052232         1978/06/01          0.410          MC
052232         1978/06/02          0.370          MC
052232         1978/06/03          0.350          MC
052232         1978/06/04          0.320          MC
052232         1978/06/05          0.310          MC
052232         1978/06/06          0.280          MC
052232         1978/06/07          0.240          MC
052232         1978/06/08          0.240          MC
052232         1978/06/09          0.230          MC
052232         1978/06/10          0.220          MC
052232         1978/06/11          0.210          MC
052232         1978/06/12          0.200          MC
052232         1978/06/13          0.220          MC
052232         1978/06/14          0.210          MC
052232         1978/06/15          0.180          MC
052232         1978/06/16          0.170          MC
052232         1978/06/17          0.160          MC
052232         1978/06/18          0.200          MC
052232         1978/06/19          0.210          MC
052232         1978/06/20          0.550          MC
052232         1978/06/21          0.460          MC
