Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 1970-09-10
Station:        042102         Maganasipi - à 6,8 km de la riviere des Outaouais                                                                                              
Bassin versant: 619 km²        Régime: Influencé journellement                           
Coordonnées:    (NAD83) 46° 18' 2" // -78° 19' 0"

Date de création du fichier: 2012-06-25 04:30
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
042102         1969/05/18          32.00          MC
042102         1969/05/19          34.30          MC
042102         1969/05/20          35.40          MC
042102         1969/05/21          33.10          MC
042102         1969/05/22          30.30          MC
042102         1969/05/23          27.50          MC
042102         1969/05/24          24.80          MC
042102         1969/05/25          22.20          MC
042102         1969/05/26          20.00          MC
042102         1969/05/27          18.40          MC
042102         1969/05/28          17.30          MC
042102         1969/05/29          16.20          MC
042102         1969/05/30          15.10          MC
042102         1969/05/31          13.60          MC
042102         1969/06/01          12.40          MC
042102         1969/06/02          11.90          MC
042102         1969/06/03          11.80          MC
042102         1969/06/04          11.90          MC
042102         1969/06/05          12.90          MC
042102         1969/06/06          15.40          MC
042102         1969/06/07          16.20          MC
042102         1969/06/08          15.50          MC
042102         1969/06/09          14.90          MC
042102         1969/06/10          13.80          MC
042102         1969/06/11          12.90          MC
042102         1969/06/12          13.10          MC
042102         1969/06/13          13.80          MC
042102         1969/06/14          13.60          MC
042102         1969/06/15          12.80          MC
042102         1969/06/16          12.00          MC
042102         1969/06/17          11.40          MC
042102         1969/06/18          10.80          MC
042102         1969/06/19          11.40          MC
042102         1969/06/20          11.50          MC
042102         1969/06/21          10.60          MC
042102         1969/06/22          10.30          MC
042102         1969/06/23          10.10          MC
042102         1969/06/24          9.770          MC
042102         1969/06/25          9.460          MC
042102         1969/06/26          9.540          MC
042102         1969/06/27          10.40          MC
042102         1969/06/28          10.60          MC
042102         1969/06/29          10.40          MC
042102         1969/06/30          10.30          MC
042102         1969/07/01          9.400          MC
042102         1969/07/02          9.120          MC
042102         1969/07/03          8.890          MC
042102         1969/07/04          8.210          MC
042102         1969/07/05          7.820          MC
042102         1969/07/06          6.990          MC
042102         1969/07/07          6.460          MC
042102         1969/07/08          5.800          MC
042102         1969/07/09          5.490          MC
042102         1969/07/10          5.440          MC
042102         1969/07/11          5.300          MC
042102         1969/07/12          4.760          MC
042102         1969/07/13          4.590          MC
042102         1969/07/14          4.420          MC
042102         1969/07/15          4.330          MC
042102         1969/07/16          4.080          MC
042102         1969/07/17          3.910          MC
042102         1969/07/18          3.480          MC
042102         1969/07/19          3.370          MC
042102         1969/07/20          3.170          MC
042102         1969/07/21          3.260          MC
042102         1969/07/22          3.170          MC
042102         1969/07/23          3.000          MC
042102         1969/07/24          2.790          MC
042102         1969/07/25          2.690          MC
042102         1969/07/26          2.720          MC
042102         1969/07/27          2.830          MC
042102         1969/07/28          2.920          MC
042102         1969/07/29          3.650          MC
042102         1969/07/30          3.960          MC
042102         1969/07/31          3.650          MC
042102         1969/08/01          3.740          MC
042102         1969/08/02          3.540          MC
042102         1969/08/03          3.430          MC
042102         1969/08/04          3.340          MC
042102         1969/08/05          3.230          MC
042102         1969/08/06          3.570          MC
042102         1969/08/07          3.540          MC
042102         1969/08/08          3.990          MC
042102         1969/08/09          5.270          MC
042102         1969/08/10          5.270          MC
042102         1969/08/11          5.210          MC
042102         1969/08/12          5.180          MC
042102         1969/08/13          5.300          MC
042102         1969/08/14          5.300          MC
042102         1969/08/15          5.070          MC
042102         1969/08/16          4.960          MC
042102         1969/08/17          4.870          MC
042102         1969/08/18          6.400          MC
042102         1969/08/19          6.680          MC
042102         1969/08/20          6.650          MC
042102         1969/08/21          6.060          MC
042102         1969/08/22          5.830          MC
042102         1969/08/23          5.580          MC
042102         1969/08/24          4.840          MC
042102         1969/08/25          4.530          MC
042102         1969/08/26          4.250          MC
042102         1969/08/27          3.790          MC
042102         1969/08/28          3.540          MC
042102         1969/08/29          3.450          MC
042102         1969/08/30          3.140          MC
042102         1969/08/31          2.890          MC
042102         1969/09/01          2.810          MC
042102         1969/09/02          2.710          MC
042102         1969/09/03          2.570          MC
042102         1969/09/04          2.410          MC
042102         1969/09/05          2.290          MC
042102         1969/09/06          2.830          MC
042102         1969/09/07          4.130          MC
042102         1969/09/08          4.590          MC
042102         1969/09/09          5.380          MC
042102         1969/09/10          5.440          MC
042102         1969/09/11          5.300          MC
042102         1969/09/12          5.100          MC
042102         1969/09/13          4.760          MC
042102         1969/09/14          4.500          MC
042102         1969/09/15          4.450          MC
042102         1969/09/16          4.620          MC
042102         1969/09/17          5.040          MC
042102         1969/09/18          5.210          MC
042102         1969/09/19          4.640          MC
042102         1969/09/20          4.330          MC
042102         1969/09/21          4.110          MC
042102         1969/09/22          3.940          MC
042102         1969/09/23          3.740          MC
042102         1969/09/24          3.740          MC
042102         1969/09/25          3.540          MC
042102         1969/09/26          3.370          MC
042102         1969/09/27          3.200          MC
042102         1969/09/28          3.230          MC
042102         1969/09/29          3.170          MC
042102         1969/09/30          3.170          MC
042102         1969/10/01          3.000          MC
042102         1969/10/02          2.810          MC
042102         1969/10/03          2.750          MC
042102         1969/10/04          2.720          MC
042102         1969/10/05          2.720          MC
042102         1969/10/06          2.720          MC
042102         1969/10/07          2.720          MC
042102         1969/10/08          2.860          MC
042102         1969/10/09          3.000          MC
042102         1969/10/10          2.970          MC
042102         1969/10/11          2.860          MC
042102         1969/10/12          2.760          MC
042102         1969/10/13          3.030          MC
042102         1969/10/14          4.390          MC
042102         1969/10/15          6.140          MC
042102         1969/10/16          6.630          MC
042102         1969/10/17          7.110          MC
042102         1969/10/18          7.820          MC
042102         1969/10/19          7.820          MC
042102         1969/10/20          7.790          MC
042102         1969/10/21          8.040          MC
042102         1969/10/22          8.160          MC
042102         1969/10/23          8.070          MC
042102         1969/10/24          7.930          MC
042102         1969/10/25          7.960          MC
042102         1969/10/26          8.660          MC
042102         1969/10/27          10.00          MC
042102         1969/10/28          11.90          MC
042102         1969/10/29          12.30          MC
042102         1969/10/30          12.30          MC
042102         1969/10/31          11.90          MC
042102         1969/11/01          11.30          MC
042102         1969/11/02          12.30          MC
042102         1969/11/03          20.80          MC
042102         1969/11/04          26.40          MC
042102         1969/11/05          30.00          MC
042102         1969/11/06          29.70          MC
042102         1969/11/07          26.40          MC
042102         1969/11/08          24.30          MC
042102         1969/11/09          21.50          MC
042102         1969/11/10          19.50          MC
042102         1969/11/11          17.60          MC
042102         1969/11/12          16.70          MC
042102         1969/11/13          16.70          MC
042102         1969/11/14          16.70          MC
042102         1969/11/15          16.50          MC
042102         1969/11/16          15.30          MC
042102         1969/11/17          14.60          MC
042102         1969/11/18          14.10          MC
042102         1969/11/19          25.40          MC
042102         1969/11/20          24.60          MC
042102         1969/11/21          26.60          MC
042102         1969/11/22          24.50          MC
042102         1969/11/23          22.90          MC
042102         1969/11/24          20.70          MC
042102         1969/11/25          19.00          MC
042102         1969/11/26          17.40          MC
042102         1969/11/27          16.30          MC
042102         1969/11/28          14.60          MC
042102         1969/11/29          14.20          MC
042102         1969/11/30          13.60          MC
042102         1969/12/01          13.10          MC
042102         1969/12/02          11.60          MC
042102         1969/12/03          11.20          MC
042102         1969/12/04          10.70          MC
042102         1969/12/05          10.10          MC
042102         1969/12/06          10.20          MC
042102         1969/12/07          9.200          MC
042102         1969/12/08          9.000          MC
042102         1969/12/09          9.170          MC
042102         1969/12/10          8.890          MC
042102         1969/12/11          8.890          MC
042102         1969/12/12          8.920          MC
042102         1969/12/13          8.580          MC
042102         1969/12/14          8.160          MC
042102         1969/12/15          7.870          MC
042102         1969/12/16          7.700          MC
042102         1969/12/17          7.790          MC
042102         1969/12/18          7.730          MC
042102         1969/12/19          7.480          MC
042102         1969/12/20          7.280          MC
042102         1969/12/21          6.940          MC
042102         1969/12/22          6.820          MC
042102         1969/12/23          6.630          MC
042102         1969/12/24          6.480          R
042102         1969/12/25          6.260          R
042102         1969/12/26          6.140          R
042102         1969/12/27          5.950          R
042102         1969/12/28          5.720          R
042102         1969/12/29          5.610          R
042102         1969/12/30          5.470          R
042102         1969/12/31          5.350          R
042102         1970/01/01          5.130          R
042102         1970/01/02          5.040          R
042102         1970/01/03          4.870          R
042102         1970/01/04          4.790          R
042102         1970/01/05          4.620          R
042102         1970/01/06          4.530          R
042102         1970/01/07          4.360          R
042102         1970/01/08          4.280          R
042102         1970/01/09          4.220          R
042102         1970/01/10          4.110          R
042102         1970/01/11          3.960          R
042102         1970/01/12          3.880          R
042102         1970/01/13          3.740          R
042102         1970/01/14          3.650          R
042102         1970/01/15          3.540          R
042102         1970/01/16          3.430          R
042102         1970/01/17          3.370          R
042102         1970/01/18          3.310          R
042102         1970/01/19          3.200          R
042102         1970/01/20          3.140          R
042102         1970/01/21          3.090          R
042102         1970/01/22          3.030          R
042102         1970/01/23          2.920          R
042102         1970/01/24          2.860          R
042102         1970/01/25          2.830          R
042102         1970/01/26          2.860          R
042102         1970/01/27          3.060          R
042102         1970/01/28          2.890          R
042102         1970/01/29          2.750          R
042102         1970/01/30          2.650          R
042102         1970/01/31          2.580          R
042102         1970/02/01          2.550          R
042102         1970/02/02          2.550          R
042102         1970/02/03          2.550          R
042102         1970/02/04          2.520          R
042102         1970/02/05          2.490          R
042102         1970/02/06          2.440          R
042102         1970/02/07          2.440          R
042102         1970/02/08          2.440          R
042102         1970/02/09          2.440          R
042102         1970/02/10          2.460          R
042102         1970/02/11          2.520          R
042102         1970/02/12          2.550          R
042102         1970/02/13          2.550          R
042102         1970/02/14          2.490          R
042102         1970/02/15          2.440          R
042102         1970/02/16          2.380          R
042102         1970/02/17          2.350          R
042102         1970/02/18          2.290          R
042102         1970/02/19          2.250          R
042102         1970/02/20          2.190          R
042102         1970/02/21          2.160          R
042102         1970/02/22          2.210          R
042102         1970/02/23          2.290          R
042102         1970/02/24          2.340          R
042102         1970/02/25          2.320          R
042102         1970/02/26          2.290          R
042102         1970/02/27          2.230          R
042102         1970/02/28          2.180          R
042102         1970/03/01          2.150          R
042102         1970/03/02          2.160          R
042102         1970/03/03          2.180          R
042102         1970/03/04          2.180          R
042102         1970/03/05          2.190          R
042102         1970/03/06          2.170          R
042102         1970/03/07          2.150          R
042102         1970/03/08          2.130          R
042102         1970/03/09          2.100          R
042102         1970/03/10          2.090          R
042102         1970/03/11          2.070          R
042102         1970/03/12          2.040          R
042102         1970/03/13          2.030          R
042102         1970/03/14          1.990          R
042102         1970/03/15          1.980          R
042102         1970/03/16          1.960          R
042102         1970/03/17          1.960          R
042102         1970/03/18          2.040          R
042102         1970/03/19          2.150          R
042102         1970/03/20          2.290          R
042102         1970/03/21          2.440          R
042102         1970/03/22          2.670          R
042102         1970/03/23          2.660          R
042102         1970/03/24          2.610          R
042102         1970/03/25          2.550          R
042102         1970/03/26          2.530          R
042102         1970/03/27          2.550          R
042102         1970/03/28          2.550          R
042102         1970/03/29          2.490          R
042102         1970/03/30          2.480          R
042102         1970/03/31          2.440          R
042102         1970/04/01          2.460          R
042102         1970/04/02          2.440          R
042102         1970/04/03          2.440          R
042102         1970/04/04          2.430          R
042102         1970/04/05          2.410          R
042102         1970/04/06          2.430          R
042102         1970/04/07          2.460          R
042102         1970/04/08          2.550          R
042102         1970/04/09          2.630          R
042102         1970/04/10          2.750          R
042102         1970/04/11          2.890          R
042102         1970/04/12          3.140          R
042102         1970/04/13          3.570          MC
042102         1970/04/14          4.020          MC
042102         1970/04/15          4.700          MC
042102         1970/04/16          6.000          MC
042102         1970/04/17          7.330          MC
042102         1970/04/18          9.230          MC
042102         1970/04/19          14.30          MC
042102         1970/04/20          19.30          MC
042102         1970/04/21          22.60          MC
042102         1970/04/22          24.20          MC
042102         1970/04/23          29.20          MC
042102         1970/04/24          36.20          MC
042102         1970/04/25          41.10          E
042102         1970/04/26          44.70          E
042102         1970/04/27          47.90          E
042102         1970/04/28          51.30          E
042102         1970/04/29          56.60          E
042102         1970/04/30          61.20          E
042102         1970/05/01          68.00          E
042102         1970/05/02          71.90          E
042102         1970/05/03          70.80          E
042102         1970/05/04          66.50          E
042102         1970/05/05          58.00          E
042102         1970/05/06          55.20          MC
042102         1970/05/07          43.60          MC
042102         1970/05/08          35.70          MC
042102         1970/05/09          31.10          MC
042102         1970/05/10          32.60          MC
042102         1970/05/11          39.40          MC
042102         1970/05/12          41.10          MC
042102         1970/05/13          38.20          MC
042102         1970/05/14          35.70          MC
042102         1970/05/15          33.10          MC
042102         1970/05/16          31.10          MC
042102         1970/05/17          30.30          MC
042102         1970/05/18          28.60          MC
042102         1970/05/19          26.60          MC
042102         1970/05/20          24.20          MC
042102         1970/05/21          22.00          MC
042102         1970/05/22          20.40          MC
042102         1970/05/23          18.60          MC
042102         1970/05/24          17.10          MC
042102         1970/05/25          16.30          MC
042102         1970/05/26          15.30          MC
042102         1970/05/27          14.40          MC
042102         1970/05/28          13.20          MC
042102         1970/05/29          12.30          MC
042102         1970/05/30          11.60          MC
042102         1970/05/31          13.20          MC
042102         1970/06/01          19.50          MC
042102         1970/06/02          24.90          MC
042102         1970/06/03          39.60          MC
042102         1970/06/04          43.00          MC
042102         1970/06/05          40.50          MC
042102         1970/06/06          34.30          MC
042102         1970/06/07          33.40          MC
042102         1970/06/08          30.30          MC
042102         1970/06/09          26.60          MC
042102         1970/06/10          23.60          MC
042102         1970/06/11          21.00          MC
042102         1970/06/12          18.20          MC
042102         1970/06/13          16.30          MC
042102         1970/06/14          15.00          MC
042102         1970/06/15          13.40          MC
042102         1970/06/16          12.80          MC
042102         1970/06/17          11.50          MC
042102         1970/06/18          11.00          MC
042102         1970/06/19          10.50          MC
042102         1970/06/20          10.10          MC
042102         1970/06/21          9.830          MC
042102         1970/06/22          9.490          MC
042102         1970/06/23          8.860          MC
042102         1970/06/24          8.640          MC
042102         1970/06/25          8.720          MC
042102         1970/06/26          8.720          MC
042102         1970/06/27          8.640          MC
042102         1970/06/28          8.410          MC
042102         1970/06/29          8.270          E
042102         1970/06/30          8.160          E
042102         1970/07/01          7.960          E
042102         1970/07/02          7.960          E
042102         1970/07/03          8.160          E
042102         1970/07/04          8.500          E
042102         1970/07/05          10.20          E
042102         1970/07/06          11.10          E
042102         1970/07/07          11.40          E
042102         1970/07/08          11.50          E
042102         1970/07/09          11.50          E
042102         1970/07/10          11.80          E
042102         1970/07/11          11.90          E
042102         1970/07/12          12.50          E
042102         1970/07/13          12.50          E
042102         1970/07/14          11.60          E
042102         1970/07/15          9.340          E
042102         1970/07/16          8.780          E
042102         1970/07/17          8.920          E
042102         1970/07/18          9.290          E
042102         1970/07/19          9.680          E
042102         1970/07/20          10.20          E
042102         1970/07/21          11.90          E
042102         1970/07/22          16.40          E
042102         1970/07/23          21.50          E
042102         1970/07/24          27.80          E
042102         1970/07/25          30.30          E
042102         1970/07/26          28.00          E
042102         1970/07/27          25.20          E
042102         1970/07/28          20.10          E
042102         1970/07/29          18.40          E
042102         1970/07/30          16.40          E
042102         1970/07/31          15.00          E
042102         1970/08/01          14.00          E
042102         1970/08/02          13.00          E
042102         1970/08/03          12.10          E
042102         1970/08/04          11.40          E
042102         1970/08/05          10.60          E
042102         1970/08/06          9.770          E
042102         1970/08/07          9.200          MC
042102         1970/08/08          8.660          MC
042102         1970/08/09          8.100          MC
042102         1970/08/10          7.620          MC
042102         1970/08/11          7.310          MC
042102         1970/08/12          7.190          MC
042102         1970/08/13          7.390          MC
042102         1970/08/14          7.080          MC
042102         1970/08/15          6.540          MC
042102         1970/08/16          6.140          MC
042102         1970/08/17          6.570          MC
042102         1970/08/18          6.400          MC
042102         1970/08/19          6.030          MC
042102         1970/08/20          5.780          MC
042102         1970/08/21          5.720          MC
042102         1970/08/22          5.550          MC
042102         1970/08/23          5.350          MC
042102         1970/08/24          5.070          MC
042102         1970/08/25          4.900          MC
042102         1970/08/26          4.870          MC
042102         1970/08/27          4.560          MC
042102         1970/08/28          4.330          MC
042102         1970/08/29          4.250          MC
042102         1970/08/30          4.190          MC
042102         1970/08/31          4.130          MC
042102         1970/09/01          4.020          MC
042102         1970/09/02          3.620          MC
042102         1970/09/03          4.110          MC
042102         1970/09/04          6.770          MC
042102         1970/09/05          8.810          MC
042102         1970/09/06          8.860          MC
042102         1970/09/07          9.000          MC
042102         1970/09/08          8.580          MC
042102         1970/09/09          9.150          MC
042102         1970/09/10          9.090          MC
