Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 2018-11-06, préliminaires par la suite
Station:        010902         Petite rivière Cascapédia - à 0,9 km rive gauche aval du pont route-couvert à Saint-Edgar                                                      
Bassin versant: 1340 km²       Régime: Naturel                                           
Coordonnées:    (NAD83) 48° 13' 56" // -65° 43' 59"

Date de création du fichier: 2019-11-30 03:20
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
010902         1980/11/08          30.30          MC
010902         1980/11/09          
010902         1980/11/10          
010902         1980/11/11          
010902         1980/11/12          
010902         1980/11/13          25.10          MC
010902         1980/11/14          
010902         1980/11/15          
010902         1980/11/16          
010902         1980/11/17          
010902         1980/11/18          
010902         1980/11/19          
010902         1980/11/20          
010902         1980/11/21          
010902         1980/11/22          
010902         1980/11/23          
010902         1980/11/24          
010902         1980/11/25          
010902         1980/11/26          
010902         1980/11/27          
010902         1980/11/28          
010902         1980/11/29          
010902         1980/11/30          
010902         1980/12/01          
010902         1980/12/02          
010902         1980/12/03          
010902         1980/12/04          
010902         1980/12/05          
010902         1980/12/06          
010902         1980/12/07          
010902         1980/12/08          
010902         1980/12/09          
010902         1980/12/10          
010902         1980/12/11          
010902         1980/12/12          
010902         1980/12/13          
010902         1980/12/14          
010902         1980/12/15          
010902         1980/12/16          
010902         1980/12/17          
010902         1980/12/18          
010902         1980/12/19          
010902         1980/12/20          
010902         1980/12/21          
010902         1980/12/22          
010902         1980/12/23          
010902         1980/12/24          
010902         1980/12/25          
010902         1980/12/26          
010902         1980/12/27          
010902         1980/12/28          
010902         1980/12/29          
010902         1980/12/30          
010902         1980/12/31          
010902         1981/01/01          
010902         1981/01/02          
010902         1981/01/03          
010902         1981/01/04          
010902         1981/01/05          
010902         1981/01/06          
010902         1981/01/07          
010902         1981/01/08          
010902         1981/01/09          
010902         1981/01/10          
010902         1981/01/11          
010902         1981/01/12          
010902         1981/01/13          
010902         1981/01/14          
010902         1981/01/15          
010902         1981/01/16          
010902         1981/01/17          
010902         1981/01/18          
010902         1981/01/19          
010902         1981/01/20          
010902         1981/01/21          
010902         1981/01/22          
010902         1981/01/23          
010902         1981/01/24          
010902         1981/01/25          
010902         1981/01/26          
010902         1981/01/27          
010902         1981/01/28          
010902         1981/01/29          
010902         1981/01/30          
010902         1981/01/31          
010902         1981/02/01          
010902         1981/02/02          
010902         1981/02/03          
010902         1981/02/04          
010902         1981/02/05          
010902         1981/02/06          
010902         1981/02/07          
010902         1981/02/08          
010902         1981/02/09          
010902         1981/02/10          
010902         1981/02/11          
010902         1981/02/12          
010902         1981/02/13          
010902         1981/02/14          
010902         1981/02/15          
010902         1981/02/16          
010902         1981/02/17          
010902         1981/02/18          
010902         1981/02/19          
010902         1981/02/20          
010902         1981/02/21          
010902         1981/02/22          
010902         1981/02/23          
010902         1981/02/24          
010902         1981/02/25          
010902         1981/02/26          
010902         1981/02/27          
010902         1981/02/28          
010902         1981/03/01          
010902         1981/03/02          
010902         1981/03/03          
010902         1981/03/04          
010902         1981/03/05          
010902         1981/03/06          
010902         1981/03/07          
010902         1981/03/08          
010902         1981/03/09          
010902         1981/03/10          
010902         1981/03/11          
010902         1981/03/12          
010902         1981/03/13          
010902         1981/03/14          18.10          MC
010902         1981/03/15          
010902         1981/03/16          
010902         1981/03/17          
010902         1981/03/18          
010902         1981/03/19          
010902         1981/03/20          
010902         1981/03/21          
010902         1981/03/22          
010902         1981/03/23          
010902         1981/03/24          
010902         1981/03/25          
010902         1981/03/26          
010902         1981/03/27          
010902         1981/03/28          
010902         1981/03/29          
010902         1981/03/30          
010902         1981/03/31          
010902         1981/04/01          
010902         1981/04/02          
010902         1981/04/03          
010902         1981/04/04          
010902         1981/04/05          
010902         1981/04/06          
010902         1981/04/07          
010902         1981/04/08          
010902         1981/04/09          
010902         1981/04/10          
010902         1981/04/11          
010902         1981/04/12          
010902         1981/04/13          
010902         1981/04/14          
010902         1981/04/15          
010902         1981/04/16          
010902         1981/04/17          
010902         1981/04/18          
010902         1981/04/19          
010902         1981/04/20          
010902         1981/04/21          
010902         1981/04/22          
010902         1981/04/23          
010902         1981/04/24          
010902         1981/04/25          
010902         1981/04/26          
010902         1981/04/27          
010902         1981/04/28          
010902         1981/04/29          
010902         1981/04/30          
010902         1981/05/01          
010902         1981/05/02          
