MDDELCC,HYDAT,Source
50424,02PB033,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50425,02PB024,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50426,02PB025,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50427,02PB026,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50428,02PB038,#N/A
50429,02PB034,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50430,02PB035,#N/A
50431,02PB027,#N/A
50432,02PB028,#N/A
50433,02PB029,#N/A
50434,02PB030,#N/A
50435,02PB031,#N/A
50436,02PB032,#N/A
50437,02PB036,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50438,02PB037,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50501,02PC020,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50701,02PC009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50702,02PC017,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50801,02PC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50802,02PC004,DOMTAR PULP AND PAPER COMPANY
50803,02PC001,#N/A
50804,02PC008,#N/A
50805,02PC011,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50806,02PC012,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50807,02PC010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50808,02PC013,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50809,02PC014,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50810,02PC015,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50811,02PC016,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50812,02PC019,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50813,02PC018,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50901,02PD009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50902,02PD007,#N/A
50903,02PD008,VILLE DE QUEBEC
50904,02PD010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50905,02PD011,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50912,02PD019,#N/A
50914,02PD022,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50915,02PD023,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
50916,02PD024,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51001,02PD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51002,02PD012,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51003,02PD013,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51004,02PD014,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51005,02PD004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51006,02PD006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51007,02PD015,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51008,02PD005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51009,02PD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51010,02PD017,#N/A
51011,02PD018,WATER SURVEY OF CANADA (DOE) (CANADA)
51012,02PD020,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51101,02PE002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51201,02PE001,QUEBEC HYDRO-ELECTRIC COMMISSION
51202,02PE004,QUEBEC HYDRO-ELECTRIC COMMISSION
51203,02PE013,#N/A
51204,02PE003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51301,02PE009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51302,02PE010,#N/A
51303,02PE011,#N/A
51304,02PE012,#N/A
51370,02PE008,#N/A
51501,02PF003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51502,02PF001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
51901,02PF002,#N/A
52201,02OB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52202,02OB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52203,02OB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52204,02OB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52205,02OB006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52206,02OB016,QUEBEC HYDRO-ELECTRIC COMMISSION
52207,02OB015,#N/A
52208,02OB012,#N/A
52209,02OB013,#N/A
52210,02OB014,#N/A
52211,02OB007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52212,02OB017,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52213,02OB018,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52214,02OB019,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52215,02OB020,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52216,02OB021,#N/A
52217,02OB022,#N/A
52218,02OB023,#N/A
52219,02OB008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52220,02OB024,#N/A
52221,02OB025,#N/A
52222,02OB026,#N/A
52223,02OB027,#N/A
52224,02OB028,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52225,02OB029,#N/A
52226,02OB030,#N/A
52227,02OB031,#N/A
52228,02OB032,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52229,02OB033,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52230,02OB034,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52231,02OB035,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52232,02OB036,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52233,02OB037,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52235,02OB047,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52401,02OB046,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52601,02OC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52602,02OC008,#N/A
52603,02OC007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52604,02OC006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52605,02O020 ,#N/A
52606,02OC021,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52701,02OC017,#N/A
52801,02OC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52802,02OC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52803,02OC010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52804,02OC009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52805,02OC004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52806,02OC011,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52807,02OC012,#N/A
52808,02OC018,#N/A
52809,02OC019,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
52810,020C022,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
53001,02OC013,#N/A
53002,02O015 ,#N/A
53003,02OC014,#N/A
53901,02PD016,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
54001,02PD026,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
54201,02PE005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
60101,02RH049,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
60102,02RH067,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
60401,02RH050,#N/A
60402,02RH051,#N/A
60601,02RH048,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
60701,02RH060,#N/A
60704,02RH069,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
60901,02RH070,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61001,02RH002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61002,02RH014,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61003,02RH023,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61004,02RH015,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61005,02RH032,#N/A
61006,02RH033,#N/A
61007,02RH036,#N/A
61008,02RH063,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61012,02RH028,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61013,02RH024,#N/A
61014,02RH025,#N/A
61015,02RH026,#N/A
61017,02RH008,LA COMPAGNIE PRICE LIMITEE
61019,02RH034,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61020,02RH035,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61021,02RH029,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61022,02RH027,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61023,02RH061,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61024,02RH066,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61028,02RH071,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61029,02RH072,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61201,02RH057,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61301,02RG017,#N/A
61302,02RG018,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61303,02RG019,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61304,02RG015,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61305,02RG016,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61306,02RG014,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61307,02RH065,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61401,02RG011,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61501,02RG006,SAINT-RAYMOND PAPER COMPANY
61502,02RG005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61503,02RG004,#N/A
61601,02RG007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61602,02RG008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61603,02RG009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61701,02RG012,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61801,02RC011,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61901,02RF001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61902,02RF005,#N/A
61903,02RF004,#N/A
61904,02RF003,#N/A
61905,02RF002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61906,02RF006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
61907,02RF008,#N/A
61908,02RF007,#N/A
61909,02RF009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62001,02RD006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62002,02RF010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62101,02RD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62102,02RD003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62103,02RE002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62104,02RE004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62105,02RE005,#N/A
62106,02RD004,#N/A
62107,02RD001,#N/A
62108,02RD005,#N/A
62109,02RE003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62110,02RE006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62111,02RE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62114,02RD007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62201,02RB001,LA COMPAGNIE ALUMINIUM DU CANADA
62202,02RC003,LA COMPAGNIE ALUMINIUM DU CANADA
62203,02RC002,LA COMPAGNIE ALUMINIUM DU CANADA
62204,02RA001,LA COMPAGNIE ALUMINIUM DU CANADA
62205,02RB003,QUEBEC HYDRO-ELECTRIC COMMISSION
62206,02RC001,#N/A
62207,02RC007,LA COMPAGNIE ALUMINIUM DU CANADA
62208,02RC005,LA COMPAGNIE ALUMINIUM DU CANADA
62209,02RB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62210,02RC010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62211,02RC006,#N/A
62212,02RC008,#N/A
62213,02RC009,#N/A
62401,02RH040,#N/A
62402,02RH041,#N/A
62403,02RH059,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62501,02RH004,LA COMPAGNIE PRICE LIMITEE
62502,02RH005,LA COMPAGNIE PRICE LIMITEE
62503,02RH003,LA COMPAGNIE PRICE LIMITEE
62504,02RH006,LA COMPAGNIE PRICE LIMITEE
62505,02RH011,LA COMPAGNIE PRICE LIMITEE
62506,02RH012,LA COMPAGNIE PRICE LIMITEE
62601,02RH044,#N/A
62701,02RH045,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62702,02RH042,#N/A
62703,02RH043,#N/A
62801,02RH046,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62802,02RH047,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62803,02RH073,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
62901,02RH001,LA COMPAGNIE ALUMINIUM DU CANADA
62902,02RG010,#N/A
62903,02RH017,LA COMPAGNIE ALUMINIUM DU CANADA
62904,02RG002,#N/A
62905,02RG003,#N/A
62906,02RH021,#N/A
62907,02RH022,#N/A
62908,02RH018,#N/A
62909,02RH019,LA COMPAGNIE ALUMINIUM DU CANADA
62910,02RH020,#N/A
62911,02RG013,#N/A
62912,02RH062,LA COMPAGNIE ALUMINIUM DU CANADA
62914,02RG020,#N/A
64101,02RG021,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
64601,02RH052,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
64602,02RH053,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
64603,02RH054,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
64701,02RH055,#N/A
70201,02SC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70202,02SC003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70203,02SC004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70204,02SC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70401,02SC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70701,02SB002,QUEBEC HYDRO-ELECTRIC COMMISSION
70702,02SB004,QUEBEC HYDRO-ELECTRIC COMMISSION
70703,02SB001,QUEBEC HYDRO-ELECTRIC COMMISSION
70704,02SB005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
70705,02SB006,QUEBEC HYDRO-ELECTRIC COMMISSION
70706,02SB003,QUEBEC HYDRO-ELECTRIC COMMISSION
71001,02TE001,QUEBEC NORTH SHORE PAPER COMPANY
71002,02TE002,QUEBEC HYDRO-ELECTRIC COMMISSION
71003,02TE003,QUEBEC HYDRO-ELECTRIC COMMISSION
71101,02TC001,QUEBEC NORTH SHORE PAPER COMPANY
71102,02TB001,QUEBEC CARTIER MINING COMPANY
71103,02TC002,QUEBEC NORTH SHORE PAPER COMPANY
71104,02TC003,QUEBEC HYDRO-ELECTRIC COMMISSION
71105,02TC004,QUEBEC HYDRO-ELECTRIC COMMISSION
71201,02UA006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
71203,02UA007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
71401,02UA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
71501,02UA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
71701,02UA004,#N/A
71801,02UA008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72101,02UB002,GULF POWER COMPANY
72201,02UB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72301,02UC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72302,02UC003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72501,02UC004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72502,02UC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72503,02UC006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
72504,02UC007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73301,02VA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73302,02VA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73303,02VA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73501,02VB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73502,02VB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73503,02VB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73801,02VC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
73802,02VC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
74601,02WA001,QUEBEC HYDRO-ELECTRIC COMMISSION
74701,02WA002,QUEBEC HYDRO-ELECTRIC COMMISSION
74702,02WA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
74901,02WB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
74902,02WB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
74903,02WB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
75401,02WC002,QUEBEC HYDRO-ELECTRIC COMMISSION
75601,02WC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
75701,02XA006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
75702,02XA007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
75705,02XA008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
76101,02XB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
76201,02XB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
76601,02XC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
76801,02XD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80101,04NA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80102,04NA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80103,04NA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80104,04NB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80105,04NA004,#N/A
80106,04NA005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80701,03AD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80702,03AB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80703,03AC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80704,03AB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80705,03AC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80706,03AC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80707,03AC004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80708,03AC006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80709,03AA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80710,03AA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80711,03AA004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80712,03AA005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80713,03AA006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80714,03AA007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80715,03AC003,#N/A
80716,03AD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80717,03AC007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80718,03AB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80719,03AA008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80720,03AC010,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80721,03AC008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80722,03AC009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80725,03AA009,#N/A
80801,03BE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80802,03BD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
80809,03BD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81001,03BC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81002,03BC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81003,03BA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81004,03BB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81005,03BB004,#N/A
81006,03BA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81007,03BB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81008,03BB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
81101,03BF001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89901,04MA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89902,04MA004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89903,04MA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89904,04MA005,#N/A
89905,04MA006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89906,04MA007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
89907,04MA009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90601,03CC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90602,03CB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90603,03CC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90604,03CB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90605,03CB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90606,03CD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90607,03CE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90609,03CD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90610,03CA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
90611,03CE002,#N/A
90613,03CB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92701,03DB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92702,03DC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92703,03DC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92704,03DF001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92705,03DB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92706,03DB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92707,03DE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92708,03DD003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92709,03DE002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92710,03DD004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92711,03DD005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92712,03DE003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92713,03DE006,#N/A
92714,03DE007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92715,03DD002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92716,03DA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92717,03DC003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92718,03DD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92719,03DE004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92721,03DC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
92722,03DA002,QUEBEC HYDRO-ELECTRIC COMMISSION
92723,03DB004,QUEBEC HYDRO-ELECTRIC COMMISSION
92724,03DE005,#N/A
92725,03DC004,QUEBEC HYDRO-ELECTRIC COMMISSION
92729,03LA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93301,03EE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93302,03EE003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93501,03EE002,#N/A
93801,03ED001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93802,03ED003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93803,03ED002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93804,03EC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93805,03ED004,QUEBEC HYDRO-ELECTRIC COMMISSION
93806,03EA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93807,03EA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
93808,03EA004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94201,03FC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94202,03FC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94203,03FC003,QUEBEC HYDRO-ELECTRIC COMMISSION
94204,03FC005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94205,03FC006,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94206,03FC008,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94207,03FC007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94501,03FB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94502,03FB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
94701,03FB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
95001,03FA004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
95002,03FA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
95003,03FA003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
96101,03GB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
97001,03GC001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
97301,03GD001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
97302,03GD002,#N/A
97303,03GD003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
98401,03FB003,#N/A
101701,03HC001,#N/A
102001,03HA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102002,03HB005,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102003,03HA007,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102004,03HA009,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102005,03HB003,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102006,03HA010,#N/A
102007,03HA014,#N/A
102008,03HA015,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102009,03HA008,#N/A
102010,03HB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102011,03HA011,#N/A
102012,03HA002,#N/A
102013,03HA003,#N/A
102014,03HA004,#N/A
102015,03HB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102016,03HB002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102017,03HA016,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102018,03HA012,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102501,03JC001,#N/A
102701,03JB001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102702,03JB002,#N/A
102703,03JB003,#N/A
102704,03JA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102705,03JA002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102706,03JB004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
102801,03JC002,#N/A
103501,03KE001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
103601,03KC001,#N/A
103602,03KC002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
103603,03KA001,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
103604,03KC003,#N/A
103605,03KC004,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
103701,03LF001,#N/A
103702,03LF002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
103703,03LE002,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
